name,url,is_premium,from #player,to #player,duration (mins),complexity
guildes,https://boardgamearena.com/gamepanel?game=guildes,False,3,6,11,2
outlaws,https://boardgamearena.com/gamepanel?game=outlaws,False,2,2,11,2
fourcolorcards,https://boardgamearena.com/gamepanel?game=fourcolorcards,False,2,4,8,2
thejellymonsterlab,https://boardgamearena.com/gamepanel?game=thejellymonsterlab,False,2,5,30,3
jumpgate,https://boardgamearena.com/gamepanel?game=jumpgate,False,2,5,35,2
rememberwhen,https://boardgamearena.com/gamepanel?game=rememberwhen,False,3,6,17,1
sparts,https://boardgamearena.com/gamepanel?game=sparts,False,4,4,38,3
armadora,https://boardgamearena.com/gamepanel?game=armadora,False,2,4,17,1
evogamenoname,https://boardgamearena.com/gamepanel?game=evogamenoname,False,2,4,25,3
yatzy,https://boardgamearena.com/gamepanel?game=yatzy,False,2,5,8,1
frenchtarot,https://boardgamearena.com/gamepanel?game=frenchtarot,False,3,5,26,3
hearts,https://boardgamearena.com/gamepanel?game=hearts,False,4,4,18,2
backgammon,https://boardgamearena.com/gamepanel?game=backgammon,False,2,2,8,1
belote,https://boardgamearena.com/gamepanel?game=belote,False,4,4,21,2
toc,https://boardgamearena.com/gamepanel?game=toc,False,2,6,16,3
coinche,https://boardgamearena.com/gamepanel?game=coinche,False,4,4,29,2
chess,https://boardgamearena.com/gamepanel?game=chess,False,2,2,18,3
santorini,https://boardgamearena.com/gamepanel?game=santorini,False,2,4,9,2
tashkalar,https://boardgamearena.com/gamepanel?game=tashkalar,False,2,4,42,3
connectfour,https://boardgamearena.com/gamepanel?game=connectfour,False,2,2,2,1
hive,https://boardgamearena.com/gamepanel?game=hive,False,2,2,13,3
colorpop,https://boardgamearena.com/gamepanel?game=colorpop,False,2,5,6,1
reversi,https://boardgamearena.com/gamepanel?game=reversi,False,2,2,8,1
classicgo,https://boardgamearena.com/gamepanel?game=classicgo,False,2,2,25,2
ninetynine,https://boardgamearena.com/gamepanel?game=ninetynine,False,3,4,36,3
whisttwentytwo,https://boardgamearena.com/gamepanel?game=whisttwentytwo,False,3,5,25,1
machiavelli,https://boardgamearena.com/gamepanel?game=machiavelli,False,2,5,19,1
quoridor,https://boardgamearena.com/gamepanel?game=quoridor,False,2,4,7,2
checkers,https://boardgamearena.com/gamepanel?game=checkers,False,2,2,14,1
quarto,https://boardgamearena.com/gamepanel?game=quarto,False,2,2,4,1
hungariantarokk,https://boardgamearena.com/gamepanel?game=hungariantarokk,False,4,6,40,4
battleoflits,https://boardgamearena.com/gamepanel?game=battleoflits,False,2,2,8,2
klaverjassen,https://boardgamearena.com/gamepanel?game=klaverjassen,False,4,4,35,2
unclechestnuttablegype,https://boardgamearena.com/gamepanel?game=unclechestnuttablegype,False,2,4,38,2
hex,https://boardgamearena.com/gamepanel?game=hex,False,2,2,8,1
senet,https://boardgamearena.com/gamepanel?game=senet,False,2,2,13,2
gomoku,https://boardgamearena.com/gamepanel?game=gomoku,False,2,2,4,1
barbu,https://boardgamearena.com/gamepanel?game=barbu,False,3,5,30,3
solowhist,https://boardgamearena.com/gamepanel?game=solowhist,False,4,4,38,3
kalah,https://boardgamearena.com/gamepanel?game=kalah,False,2,2,4,1
pontedeldiavolo,https://boardgamearena.com/gamepanel?game=pontedeldiavolo,False,2,2,9,2
hypnosia,https://boardgamearena.com/gamepanel?game=hypnosia,False,2,6,17,2
djambi,https://boardgamearena.com/gamepanel?game=djambi,False,4,4,39,4
connectsix,https://boardgamearena.com/gamepanel?game=connectsix,False,2,2,6,3
xiangqi,https://boardgamearena.com/gamepanel?game=xiangqi,False,2,2,13,2
siam,https://boardgamearena.com/gamepanel?game=siam,False,2,2,7,3
ninemensmorris,https://boardgamearena.com/gamepanel?game=ninemensmorris,False,2,2,7,0
circleoflife,https://boardgamearena.com/gamepanel?game=circleoflife,False,2,2,25,3
bobail,https://boardgamearena.com/gamepanel?game=bobail,False,2,2,3,1
gyges,https://boardgamearena.com/gamepanel?game=gyges,False,2,2,6,3
pylos,https://boardgamearena.com/gamepanel?game=pylos,False,2,2,6,2
tablut,https://boardgamearena.com/gamepanel?game=tablut,False,2,2,7,
nxs,https://boardgamearena.com/gamepanel?game=nxs,False,2,2,29,3
quantik,https://boardgamearena.com/gamepanel?game=quantik,False,2,2,3,1
finity,https://boardgamearena.com/gamepanel?game=finity,False,2,4,31,3
chinagold,https://boardgamearena.com/gamepanel?game=chinagold,False,2,2,10,2
unitedsquare,https://boardgamearena.com/gamepanel?game=unitedsquare,False,2,4,9,1
linesofaction,https://boardgamearena.com/gamepanel?game=linesofaction,False,2,2,10,3
neutreeko,https://boardgamearena.com/gamepanel?game=neutreeko,False,2,2,3,1
veletas,https://boardgamearena.com/gamepanel?game=veletas,False,2,2,18,2
kabaleo,https://boardgamearena.com/gamepanel?game=kabaleo,False,2,4,7,1
cinco,https://boardgamearena.com/gamepanel?game=cinco,False,2,6,9,2
soluna,https://boardgamearena.com/gamepanel?game=soluna,False,2,2,3,0
blooms,https://boardgamearena.com/gamepanel?game=blooms,False,2,2,14,3
gopher,https://boardgamearena.com/gamepanel?game=gopher,False,2,2,4,0
alveole,https://boardgamearena.com/gamepanel?game=alveole,False,2,2,5,1
mammalath,https://boardgamearena.com/gamepanel?game=mammalath,False,2,2,3,1
gorami,https://boardgamearena.com/gamepanel?game=gorami,False,2,2,3,1
kqj,https://boardgamearena.com/gamepanel?game=kqj,False,6,6,29,3
caribbeanallfours,https://boardgamearena.com/gamepanel?game=caribbeanallfours,False,4,4,19,2
isaac,https://boardgamearena.com/gamepanel?game=isaac,False,2,2,11,2
eightmastersrevenge,https://boardgamearena.com/gamepanel?game=eightmastersrevenge,False,2,2,33,2
