name,url,from #player,to #player,duration (mins),complexity
tashkalar,https://boardgamearena.com/gamepanel?game=tashkalar,2,4,42,3
connectfour,https://boardgamearena.com/gamepanel?game=connectfour,2,2,2,1
hive,https://boardgamearena.com/gamepanel?game=hive,2,2,13,3
colorpop,https://boardgamearena.com/gamepanel?game=colorpop,2,5,6,1
reversi,https://boardgamearena.com/gamepanel?game=reversi,2,2,8,1
classicgo,https://boardgamearena.com/gamepanel?game=classicgo,2,2,25,2
ninetynine,https://boardgamearena.com/gamepanel?game=ninetynine,3,4,36,3
whisttwentytwo,https://boardgamearena.com/gamepanel?game=whisttwentytwo,3,5,25,1
machiavelli,https://boardgamearena.com/gamepanel?game=machiavelli,2,5,18,1
quoridor,https://boardgamearena.com/gamepanel?game=quoridor,2,4,7,2
checkers,https://boardgamearena.com/gamepanel?game=checkers,2,2,14,1
quarto,https://boardgamearena.com/gamepanel?game=quarto,2,2,4,1
hungariantarokk,https://boardgamearena.com/gamepanel?game=hungariantarokk,4,6,40,4
battleoflits,https://boardgamearena.com/gamepanel?game=battleoflits,2,2,8,2
klaverjassen,https://boardgamearena.com/gamepanel?game=klaverjassen,4,4,36,2
unclechestnuttablegype,https://boardgamearena.com/gamepanel?game=unclechestnuttablegype,2,4,38,2
hex,https://boardgamearena.com/gamepanel?game=hex,2,2,8,1
senet,https://boardgamearena.com/gamepanel?game=senet,2,2,13,2
gomoku,https://boardgamearena.com/gamepanel?game=gomoku,2,2,4,1
barbu,https://boardgamearena.com/gamepanel?game=barbu,3,5,30,3
solowhist,https://boardgamearena.com/gamepanel?game=solowhist,4,4,36,3
kalah,https://boardgamearena.com/gamepanel?game=kalah,2,2,4,1
pontedeldiavolo,https://boardgamearena.com/gamepanel?game=pontedeldiavolo,2,2,9,2
hypnosia,https://boardgamearena.com/gamepanel?game=hypnosia,2,6,17,2
djambi,https://boardgamearena.com/gamepanel?game=djambi,4,4,39,4
connectsix,https://boardgamearena.com/gamepanel?game=connectsix,2,2,6,3
xiangqi,https://boardgamearena.com/gamepanel?game=xiangqi,2,2,13,2
siam,https://boardgamearena.com/gamepanel?game=siam,2,2,7,3
ninemensmorris,https://boardgamearena.com/gamepanel?game=ninemensmorris,2,2,7,0
circleoflife,https://boardgamearena.com/gamepanel?game=circleoflife,2,2,26,3
bobail,https://boardgamearena.com/gamepanel?game=bobail,2,2,3,1
gyges,https://boardgamearena.com/gamepanel?game=gyges,2,2,6,3
pylos,https://boardgamearena.com/gamepanel?game=pylos,2,2,6,2
tablut,https://boardgamearena.com/gamepanel?game=tablut,2,2,7,
nxs,https://boardgamearena.com/gamepanel?game=nxs,2,2,29,3
quantik,https://boardgamearena.com/gamepanel?game=quantik,2,2,3,1
finity,https://boardgamearena.com/gamepanel?game=finity,2,4,33,3
chinagold,https://boardgamearena.com/gamepanel?game=chinagold,2,2,10,2
unitedsquare,https://boardgamearena.com/gamepanel?game=unitedsquare,2,4,9,1
linesofaction,https://boardgamearena.com/gamepanel?game=linesofaction,2,2,11,3
neutreeko,https://boardgamearena.com/gamepanel?game=neutreeko,2,2,3,1
veletas,https://boardgamearena.com/gamepanel?game=veletas,2,2,18,2
kabaleo,https://boardgamearena.com/gamepanel?game=kabaleo,2,4,7,1
cinco,https://boardgamearena.com/gamepanel?game=cinco,2,6,9,2
soluna,https://boardgamearena.com/gamepanel?game=soluna,2,2,3,0
blooms,https://boardgamearena.com/gamepanel?game=blooms,2,2,14,3
gopher,https://boardgamearena.com/gamepanel?game=gopher,2,2,4,0
alveole,https://boardgamearena.com/gamepanel?game=alveole,2,2,5,1
mammalath,https://boardgamearena.com/gamepanel?game=mammalath,2,2,3,1
gorami,https://boardgamearena.com/gamepanel?game=gorami,2,2,3,1
kqj,https://boardgamearena.com/gamepanel?game=kqj,6,6,29,3
caribbeanallfours,https://boardgamearena.com/gamepanel?game=caribbeanallfours,4,4,19,2
isaac,https://boardgamearena.com/gamepanel?game=isaac,2,2,11,2
eightmastersrevenge,https://boardgamearena.com/gamepanel?game=eightmastersrevenge,2,2,33,2
